actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Jamel Debbouze, Samy Naceri, Roschdy Zem, Sami Bouajila",Nominated for 1 Oscar. Another 9 wins & 13 nominations.,179111.0,光荣岁月,"Algeria, France, Morocco, Belgium",,,,"Action, Drama, War",tt0444182,,,"During WWII, four North African men enlist in the French army to liberate that country from Nazi oppression, and to fight French discrimination.",https://m.media-amazon.com/images/M/MV5BMTI1MTEzMDc5NF5BMl5BanBnXkFtZTcwMTk0NzA0MQ@@._V1_SX300.jpg,7.0,120,,,Days of Glory,,2006
"Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan",5 wins & 35 nominations.,139076032.0,,USA,,,,"Action, Sci-Fi",tt0242653,,,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.8,129,,,The Matrix Revolutions,,2003
"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean",1 win & 3 nominations.,,爱国者游戏,USA,,,,"Action, Thriller",tt0105112,,,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",https://m.media-amazon.com/images/M/MV5BMjA3OTA0NjI0Nl5BMl5BanBnXkFtZTgwNjUwODQxMTE@._V1_SX300.jpg,6.9,117,,,Patriot Games,,1992
"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd",Won 11 Oscars. Another 18 wins & 16 nominations.,,宾虚,USA,,,,"Adventure, Drama, History",tt0052618,,,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.1,212,,,Ben Hur,,1959
"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",2 nominations.,,墓碑镇,USA,,,,"Action, Biography, Drama, History, Western",tt0108358,,,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.8,130,,,Tombstone,,1993
"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown",1 win & 3 nominations.,,过关斩将,USA,,,,"Action, Sci-Fi, Thriller",tt0093894,,,"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,6.7,101,,,The Running Man,,1987
"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",,10150172.0,处刑人2,USA,,,,"Action, Crime, Thriller",tt1300851,,,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",https://m.media-amazon.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX300.jpg,6.3,118,,,The Boondock Saints,,2009
"Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",1 nomination.,29113588.0,机械师,USA,,,,"Action, Thriller",tt0472399,,,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,https://m.media-amazon.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg,6.6,93,,,The Mechanic,,2011
"Benjamin Bratt, James Franco, Robert Mammone, Max Martini",1 nomination.,10074830.0,大偷袭,"USA, Australia",,,,"Action, Drama, War",tt0326905,,,"Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.",https://m.media-amazon.com/images/M/MV5BMjExMTEzODI3Nl5BMl5BanBnXkFtZTcwNjA1NzAzMQ@@._V1_SX300.jpg,6.7,132,,,The Great Raid,,2005
"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",Nominated for 2 Oscars. Another 6 wins & 5 nominations.,,日落黄沙,USA,,,,"Action, Adventure, Western",tt0065214,,,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.9,135,,,The Wild Bunch,,1969
"Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",3 wins & 18 nominations.,179737344.0,X战警,"USA, UK",,,,"Action, Adventure, Sci-Fi",tt0458525,,,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",https://m.media-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.6,107,,,Wolverine,,2009
"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",1 win & 19 nominations.,135729392.0,X战警：天启,USA,,,,"Action, Adventure, Sci-Fi",tt3385516,,,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",https://m.media-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_SX300.jpg,6.9,144,,,X-Men：Apocalypse,,2016
"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman",Nominated for 3 Oscars. Another 10 wins & 22 nominations.,,永远的蝙蝠侠,"USA, UK",,,,"Action, Adventure, Fantasy",tt0112462,,,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,5.4,121,,,Batman Forever,,1995
"Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes",7 nominations.,50507532.0,兵临城下,"Ireland, UK, France, Germany, USA",,,,"Drama, History, War",tt0215750,,,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,https://m.media-amazon.com/images/M/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.6,131,,,Enemy at the Gates,,2001
"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes",Won 2 Oscars. Another 64 wins & 122 nominations.,299300000.0,007大破天幕杀机,"UK, USA",,,,"Action, Adventure, Thriller",tt1074638,,,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",https://m.media-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.7,143,,,Skyfall,,2012
"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry",7 wins & 27 nominations.,70500000.0,V字仇杀队,"USA, UK, Germany",,,,"Action, Drama, Sci-Fi, Thriller",tt0434409,,,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,8.2,132,,,V for Vendetta,,2005
"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce",Won 6 Oscars. Another 119 wins & 129 nominations.,15700000.0,拆弹部队,USA,,,,"Drama, Thriller, War",tt0887912,,,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,7.6,131,,,The Hurt Locker,,2008
"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",1 win & 9 nominations.,85212968.0,伸冤人,USA,,,,"Action, Crime, Thriller",tt0455944,,,"A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life, before he meets a young girl under the control of ultra-violent Russian gangsters and can't stand idly by.",https://m.media-amazon.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_SX300.jpg,7.2,132,,,The Equalizer,,2014
"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,67631160.0,游客,"USA, France, Italy, UK",,,,"Action, Adventure, Crime, Mystery, Romance, Thriller",tt1243957,,,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,6.0,103,,,The Tourist,,2010
"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin",Nominated for 1 Oscar. Another 28 wins & 68 nominations.,18996756.0,惊天巨啸,"Spain, Thailand, USA",,,,"Drama, History, Thriller",tt1649419,,,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,https://m.media-amazon.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_SX300.jpg,7.6,114,,,The Impossible,,2012
"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley",Nominated for 4 Oscars. Another 24 wins & 90 nominations.,619117630.0,星球大战8最后的绝地武士,USA,,,,"Action, Adventure, Fantasy, Sci-Fi",tt2527336,,,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",https://m.media-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_SX300.jpg,7.0,152,,,Star Wars,,2017
"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",Nominated for 1 Oscar. Another 6 wins & 20 nominations.,,变相怪杰,USA,,,,"Action, Comedy, Crime, Fantasy",tt0110475,,,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.9,101,,,The Mask,,1994
"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",Nominated for 1 Oscar. Another 7 wins & 56 nominations.,228756224.0,星际迷航：暗黑无界,USA,,,,"Action, Adventure, Sci-Fi",tt1408101,,,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,7.7,132,,,Star Trek Into Darkness,,2013
"Kevin Costner, Sean Connery, Charles Martin Smith, Andy Garcia",Won 1 Oscar. Another 10 wins & 16 nominations.,,铁面无私,USA,,,,"Crime, Drama, Thriller",tt0094226,,,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.9,119,,,The Untouchables,,1987
"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher",Nominated for 1 Golden Globe. Another 6 wins & 9 nominations.,,007明日帝国,"UK, USA",,,,"Action, Adventure, Thriller",tt0120347,,,James Bond sets out to stop a media mogul's plan to induce war between China and the U.K in order to obtain exclusive global media coverage.,https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_SX300.jpg,6.5,119,,,Tomorrow Never Dies,,1997
"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",Nominated for 1 Golden Globe. Another 22 wins & 67 nominations.,336663360.0,饥饿游戏2：星火燎原,USA,,,,"Action, Adventure, Mystery, Sci-Fi, Thriller",tt1951264,,,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,7.5,146,,,The Hunger Games：Catching Fire,,2013
"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,134294272.0,刺客联盟,"USA, Germany",,,,"Action, Crime, Fantasy, Thriller",tt0493464,,,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,https://m.media-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,6.7,110,,,Wanted,,2008
"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",1 nomination.,36241300.0,通勤营救,"China, France, USA",,,,"Action, Mystery, Thriller",tt1590193,,,An action-thriller in which an insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.,https://m.media-amazon.com/images/M/MV5BMTc0NDg1MjI4OV5BMl5BanBnXkFtZTgwMDIwMTEwNDI@._V1_SX300.jpg,6.3,105,,,The Commuter,,2018
"Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh",Nominated for 2 Oscars. Another 1 win & 9 nominations.,,风云际会,USA,,,,"Action, Adventure, Drama, Fantasy, Romance",tt0096446,,,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,https://m.media-amazon.com/images/M/MV5BZWIyMTA2M2ItOGI5MC00OTY0LWFmZTItN2NkOWQ0MGQ5NDkyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,126,,,Willow,,1988
"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans",Nominated for 2 Oscars. Another 6 wins & 2 nominations.,,人猿星球,USA,,,,"Adventure, Sci-Fi",tt0063442,,,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_SX300.jpg,8.0,112,,,Planet of the Apes,,1968
"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",Won 4 Oscars. Another 152 wins & 217 nominations.,292568864.0,盗梦空间,"USA, UK",,,,"Action, Adventure, Sci-Fi, Thriller",tt1375666,,,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,8.8,148,,,Inception,,2010
"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster",11 wins & 12 nominations.,142542944.0,速度与激情1,"USA, Germany",,,,"Action, Crime, Thriller",tt0232500,,,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,6.8,106,,,The Fast and The Furious,,2001
"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",2 wins & 7 nominations.,91024536.0,300勇士帝国崛起,USA,,,,"Action, Drama",tt1253863,,,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,6.2,102,,,Rise of an Empire,,2014
"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki",Nominated for 2 Oscars. Another 5 wins & 6 nominations.,,七武士,Japan,,,,"Action, Adventure, Drama",tt0047478,,,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,https://m.media-amazon.com/images/M/MV5BMjI1ZjhmMzktMDZhMy00MDhjLTk3YjAtMTNlZTA5MDI3NzQ3XkEyXkFqcGdeQXVyODkxNzAwMDI@._V1_SX300.jpg,8.6,207,,,Seven Samurai,,1954
"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston",2 wins & 6 nominations.,58877968.0,全面回忆,"USA, Canada",,,,"Action, Adventure, Sci-Fi, Thriller",tt1386703,,,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",https://m.media-amazon.com/images/M/MV5BN2ZiMDMzYWItNDllZC00ZmRmLWI1YzktM2M5M2ZmZDg1OGNlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,6.3,118,,,Total Recall,,2012
"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",4 wins & 5 nominations.,85017400.0,敢死队2,"USA, Germany, Bulgaria, China",,,,"Action, Adventure, Thriller",tt1764651,,,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",https://m.media-amazon.com/images/M/MV5BNDg1YWRhNmQtMGI5Ny00MTI3LTg2OTItZWEzZGE3OGZjZDNhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,6.6,103,,,The expendables,,2012
"Nick Feldman, Jack Hues, Wang Chung",,,威猛奇兵,"USA, UK",,,,"Short, Music",tt7444330,,,"""To Live and Die in L.A."" is the single from the soundtrack of the same name.",https://m.media-amazon.com/images/M/MV5BNjk1OTA5Y2EtNjcwNi00NTMxLTg3MTYtMDQ1MmJhMDMxZTJmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,7.0,4,,,To Live and Die in LA,,1985
"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett",8 wins & 26 nominations.,40200000.0,汉娜,"USA, UK, Germany",,,,"Action, Drama, Thriller",tt0993842,,,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",https://m.media-amazon.com/images/M/MV5BMjljNzE0OTItM2Q1MS00MTUyLTg4YjgtMzUzZDRkMzkyN2NiXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,6.8,111,,,Hanna,,2011
"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman",5 nominations.,47456448.0,反恐战场,"USA, Germany, United Arab Emirates",,,,"Action, Drama, Thriller",tt0431197,,,A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.,https://m.media-amazon.com/images/M/MV5BMjA1MDIzOTYwMV5BMl5BanBnXkFtZTcwMTM5OTA1MQ@@._V1_SX300.jpg,7.0,110,,,The Kingdom,,2007
"Mel Gibson, Gregg Henry, Maria Bello, David Paymer",2 wins & 2 nominations.,,危险人物,USA,,,,"Action, Crime, Drama, Thriller",tt0120784,,,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,100,,,Payback,,1999
"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana",Won 1 Oscar. Another 24 wins & 93 nominations.,257704096.0,星际迷航,"USA, Germany",,,,"Action, Adventure, Sci-Fi",tt0796366,,,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,7.9,127,,,Star Trek,,2009
"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke",Nominated for 1 Oscar. Another 4 wins & 22 nominations.,,游侠索罗.星球大战外传,USA,,,,"Action, Adventure, Sci-Fi",tt3778644,,,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_SX300.jpg,6.9,135,,,Solo A Star Wars Story,,2018
